sentence_id,oci_baseline,oci_fewshot,oci_instruction,oci_role
A.train.gold.bea19_008509,0.078125,0.078125,0.078125,0.078125
A.train.gold.bea19_008566,0.3555458782689546,0.2526942467630805,0.17461391204842766,0.2526942467630805
A.train.gold.bea19_008826,0.03125,0.03125,0.03125,0.03125
A.train.gold.bea19_008844,0.04774812492843238,0.04774812492843238,0.03125,0.03125
A.train.gold.bea19_009119,0.14168730550447586,0.08347346904237471,0.10491991583648232,0.10491991583648232
A.train.gold.bea19_009286,0.041355347532348555,0.03803461009962212,0.03803461009962212,0.03803461009962212
A.train.gold.bea19_009292,0.08938509731187,0.08938509731187,0.08938509731187,0.08938509731187
A.train.gold.bea19_009422,0.16338951391274467,0.109375,0.109375,0.109375
A.train.gold.bea19_009464,0.2052863745666906,0.1740363745666906,0.1740363745666906,0.1740363745666906
A.train.gold.bea19_009709,0.5057437892320665,0.4901187892320665,0.4901187892320665,0.4901187892320665
A.train.gold.bea19_010078,0.11420070218056301,0.11420070218056301,0.11420070218056301,0.11420070218056301
A.train.gold.bea19_010190,0.20535714285714296,0.1814593352799725,0.1814593352799725,0.1814593352799725
A.train.gold.bea19_010359,0.10219497881598535,0.10219497881598535,0.10219497881598535,0.10219497881598535
B.train.gold.bea19_000273,0.2400049858773236,0.16187998587732358,0.16187998587732358,0.16187998587732358
B.train.gold.bea19_000320,0.0896731506927745,0.06812253091721059,0.046875,0.06812253091721059
B.train.gold.bea19_000449,0.2829962498568647,0.2829962498568647,0.2829962498568647,0.2829962498568647
B.train.gold.bea19_000612,0.03125,0.03125,0.03125,0.03125
B.train.gold.bea19_000668,0.03125,0.02916559315241038,0.015625,0.03125
B.train.gold.bea19_000692,0.05658493644795602,0.03125,0.03125,0.03125
B.train.gold.bea19_001266,0.09375,0.09375,0.09375,0.09375
B.train.gold.bea19_001307,0.05558989097184734,0.05558989097184734,0.03125,0.05558989097184734
B.train.gold.bea19_001393,0.234375,0.1875,0.15625,0.15625
B.train.gold.bea19_001817,0.0625,0.0625,0.0625,0.0625
B.train.gold.bea19_001882,0.15819619876859659,0.17382119876859659,0.17382119876859659,0.17382119876859659
B.train.gold.bea19_002488,0.03125,0.03125,0.03125,0.03125
B.train.gold.bea19_002545,0.03125,0.03125,0.03125,0.03125
B.train.gold.bea19_002568,0.2494754560413026,0.18749999999999994,0.18749999999999994,0.18749999999999994
B.train.gold.bea19_002608,0.07019406935672826,0.04762590945925709,0.03125,0.04762590945925709
B.train.gold.bea19_002670,0.19277678729434997,0.19277678729434997,0.19277678729434997,0.19277678729434997
B.train.gold.bea19_002696,0.2250314999754626,0.1786029285468911,0.18657957821158117,0.1786029285468911
B.train.gold.bea19_002892,0.12192284806399385,0.12192284806399385,0.12192284806399385,0.12192284806399385
B.train.gold.bea19_003013,0.03125,0.03125,0.03125,0.03125
B.train.gold.bea19_003201,0.19172248940799266,0.19172248940799266,0.1875,0.19172248940799266
B.train.gold.bea19_003305,0.10716137821299274,0.10716137821299274,0.09153637821299274,0.09153637821299274
B.train.gold.bea19_003361,0.29458219955161,0.29458219955161,0.29458219955161,0.29458219955161
B.train.gold.bea19_004046,0.08488098305278827,0.0625,0.0625,0.0625
B.train.gold.bea19_004729,0.13380142808925866,0.18925421988694924,0.0625,0.04736426225497849
B.train.gold.bea19_004749,0.0625,0.046875,0.046875,0.046875
B.train.gold.bea19_005100,0.01589491215586199,0.01589491215586199,0.015625,0.01589491215586199
B.train.gold.bea19_005169,0.11861584374917424,0.11861584374917424,0.11861584374917424,0.11861584374917424
B.train.gold.bea19_005223,0.0625,0.078125,0.0625,0.078125
B.train.gold.bea19_005256,0.03125,0.03125,0.03125,0.03125
B.train.gold.bea19_005259,0.109375,0.09375,0.109375,0.109375
B.train.gold.bea19_005438,0.0,0.21679620405358985,0.0,0.015625
B.train.gold.bea19_005454,0.2269004215709318,0.2269004215709318,0.21275936946403423,0.2269004215709318
B.train.gold.bea19_005616,0.15993736811110554,0.14431236811110554,0.14431236811110554,0.14431236811110554
B.train.gold.bea19_005645,0.046875,0.046875,0.046875,0.046875
B.train.gold.bea19_005796,0.0625,0.0625,0.0625,0.09616244177498903
B.train.gold.bea19_006098,0.0625,0.0625,0.0625,0.0625
B.train.gold.bea19_006137,0.125,0.125,0.125,0.125
B.train.gold.bea19_006142,0.06980343600061908,0.07704198927146369,0.06980343600061908,0.06980343600061908
B.train.gold.bea19_006227,0.03125,0.03125,0.03125,0.03125
B.train.gold.bea19_006401,0.13324837234790857,0.109375,0.109375,0.109375
B.train.gold.bea19_006756,0.31738270067559826,0.09822118687736173,0.09822118687736173,0.09822118687736173
B.train.gold.bea19_006837,0.078125,0.11537901187613492,0.11537901187613492,0.078125
B.train.gold.bea19_006913,0.13541666666666674,0.11979166666666673,0.11979166666666673,0.11979166666666673
B.train.gold.bea19_007194,0.03125,0.03125,0.03125,0.03125
B.train.gold.bea19_007821,0.03125,0.03125,0.03125,0.03125
B.train.gold.bea19_007860,0.1325431034482758,0.11691810344827581,0.11691810344827581,0.11691810344827581
B.train.gold.bea19_007981,0.21700824066028554,0.20138324066028554,0.21700824066028554,0.20138324066028554
B.train.gold.bea19_008169,0.11942820541132985,0.11942820541132985,0.11942820541132985,0.11942820541132985
B.train.gold.bea19_008175,0.17283905790072807,0.17283905790072807,0.17283905790072807,0.10567232303433227
B.train.gold.bea19_008206,0.03125,0.03125,0.03125,0.03125
B.train.gold.bea19_008265,0.03125,0.03125,0.03125,0.03125
B.train.gold.bea19_008317,0.16588763210540144,0.16588763210540144,0.16588763210540144,0.16588763210540144
B.train.gold.bea19_008334,0.046875,0.046875,0.046875,0.046875
B.train.gold.bea19_008391,0.12620097277431525,0.11479856980278476,0.07821489897163611,0.07821489897163611
B.train.gold.bea19_008392,0.08507663628831814,0.05860437112552574,0.05860437112552574,0.05860437112552574
B.train.gold.bea19_008597,0.19596255498076937,0.07383882508410158,0.07812500000000001,0.07383882508410158
B.train.gold.bea19_008806,0.078125,0.078125,0.078125,0.078125
B.train.gold.bea19_008930,0.11876098773415236,0.11876098773415236,0.11876098773415236,0.11876098773415236
B.train.gold.bea19_009028,0.131056547225819,0.131056547225819,0.131056547225819,0.131056547225819
B.train.gold.bea19_009206,0.078125,0.078125,0.078125,0.078125
B.train.gold.bea19_009219,0.13006698728959118,0.11322609114249035,0.11322609114249035,0.11322609114249035
B.train.gold.bea19_009371,0.11599162281380593,0.11599162281380593,0.11599162281380593,0.11599162281380593
B.train.gold.bea19_009404,0.11445612189396541,0.1171875,0.1171875,0.1171875
B.train.gold.bea19_009832,0.11607142857142863,0.11607142857142863,0.11607142857142863,0.11607142857142863
B.train.gold.bea19_009858,0.15851488170806388,0.11459741348408588,0.078125,0.078125
B.train.gold.bea19_010027,0.1959449788159854,0.1959449788159854,0.1959449788159854,0.19566651572405613
B.train.gold.bea19_010072,0.262667468223978,0.2353066570152623,0.2353066570152623,0.2353066570152623
B.train.gold.bea19_010295,0.0625,0.046875,0.046875,0.046875
B.train.gold.bea19_010306,0.2350690092713881,0.20859249068519936,0.20859249068519936,0.21514423076923073
B.train.gold.bea19_010527,0.0625,0.046875,0.046875,0.046875
B.train.gold.bea19_010778,0.18849376748294644,0.17286876748294644,0.17286876748294644,0.17286876748294644
B.train.gold.bea19_010785,0.10161024779068405,0.10161024779068405,0.078125,0.09989586911714188
B.train.gold.bea19_010827,0.18252873439825945,0.18252873439825945,0.06842561977556391,0.08833036327722432
B.train.gold.bea19_010881,0.08078041419247191,0.08078041419247191,0.056980347532348555,0.08078041419247191
B.train.gold.bea19_010955,0.03125,0.03125,0.03125,0.03125
B.train.gold.bea19_011319,0.0625,0.078125,0.0625,0.0625
B.train.gold.bea19_011673,0.18134786871636324,0.15009786871636324,0.18134786871636324,0.18134786871636324
B.train.gold.bea19_011751,0.12873512949382399,0.11311012949382401,0.09748512949382401,0.09748512949382401
B.train.gold.bea19_011864,0.0625,0.0625,0.0758852493247386,0.0625
B.train.gold.bea19_012050,0.03125,0.03125,0.03125,0.03125
B.train.gold.bea19_012302,0.18134569612798743,0.15508390791905904,0.15508390791905904,0.15508390791905904
B.train.gold.bea19_012343,0.08756502429209406,0.09145421308337834,0.046875,0.0625
B.train.gold.bea19_012511,0.2258957988507542,0.20625,0.20625,0.20625
B.train.gold.bea19_012565,0.03125,0.03125,0.015625,0.02916559315241041
B.train.gold.bea19_012702,0.0739721100996221,0.0739721100996221,0.0739721100996221,0.0739721100996221
B.train.gold.bea19_012802,0.07029536506090953,0.05467036506090952,0.05467036506090952,0.05467036506090952
B.train.gold.bea19_012941,0.0625,0.078125,0.078125,0.0625
B.train.gold.bea19_013015,0.3352186288462483,0.3352186288462483,0.32013842411068594,0.32013842411068594
C.train.gold.bea19_000120,0.09375,0.078125,0.078125,0.078125
C.train.gold.bea19_000466,0.09375,0.09375,0.09375,0.09375
C.train.gold.bea19_000725,0.16595915146717574,0.16595915146717574,0.16595915146717574,0.16595915146717574
C.train.gold.bea19_000765,0.09375,0.09375,0.09375,0.09375
C.train.gold.bea19_000793,0.09375,0.09375,0.09375,0.09375
C.train.gold.bea19_000988,0.03125,0.03125,0.03125,0.03125
C.train.gold.bea19_001049,0.109375,0.109375,0.109375,0.109375
C.train.gold.bea19_001068,0.0625,0.0625,0.0625,0.0625
C.train.gold.bea19_001265,0.03125,0.03125,0.03125,0.03125
C.train.gold.bea19_001864,0.1335641544566089,0.1335641544566089,0.1335641544566089,0.1335641544566089
C.train.gold.bea19_002289,0.08448557196839573,0.08448557196839573,0.08448557196839573,0.08448557196839573
C.train.gold.bea19_002396,0.09375,0.09375,0.09375,0.09375
C.train.gold.bea19_002425,0.29443197013183203,0.29443197013183203,0.29443197013183203,0.29443197013183203
C.train.gold.bea19_002471,0.015625,0.03589294915836482,0.015625,0.015625
C.train.gold.bea19_002560,0.0625,0.0625,0.0625,0.0625
C.train.gold.bea19_002804,0.30345806645538065,0.32038241630333913,0.31908306645538065,0.32038241630333913
C.train.gold.bea19_002814,0.09375,0.09375,0.0625,0.09375
C.train.gold.bea19_003458,0.15625,0.15625,0.140625,0.140625
C.train.gold.bea19_003571,0.078125,0.078125,0.09375,0.078125
C.train.gold.bea19_004207,0.07362774206212888,0.03125,0.03125,0.03125
C.train.gold.bea19_004384,0.03125,0.03125,0.03125,0.03125
C.train.gold.bea19_004681,0.078125,0.07375997175464712,0.046875,0.046875
C.train.gold.bea19_004934,0.11853536871636312,0.11853536871636312,0.10291036871636312,0.11853536871636312
C.train.gold.bea19_005009,0.11250722182317857,0.09375,0.09375,0.09375
C.train.gold.bea19_005016,0.06812998587732355,0.06812998587732355,0.08375498587732355,0.08375498587732355
C.train.gold.bea19_005079,0.03125,0.03125,0.03125,0.03125
C.train.gold.bea19_005241,0.015625,0.015625,0.015625,0.28125
C.train.gold.bea19_005312,0.03125,0.03125,0.03125,0.03125
C.train.gold.bea19_005314,0.375,0.265625,0.265625,0.265625
C.train.gold.bea19_005334,0.0625,0.0625,0.0625,0.0625
C.train.gold.bea19_005540,0.046875,0.046875,0.046875,0.046875
C.train.gold.bea19_005556,0.0625,0.046875,0.046875,0.046875
C.train.gold.bea19_005772,0.09375,0.11843408402258465,0.09375,0.09375
C.train.gold.bea19_005805,0.07422277567846103,0.07422277567846103,0.07422277567846103,0.07422277567846103
C.train.gold.bea19_006163,0.03125,0.03125,0.03125,0.03125
C.train.gold.bea19_006333,0.058134971754647116,0.058134971754647116,0.058134971754647116,0.058134971754647116
C.train.gold.bea19_006611,0.24552805485617243,0.20214752884899395,0.20214752884899395,0.20214752884899395
C.train.gold.bea19_006661,0.15737150665831431,0.140625,0.140625,0.140625
C.train.gold.bea19_006918,0.3033088235294117,0.2725077115276814,0.22388828086863038,0.22388828086863038
C.train.gold.bea19_007099,0.049650565211154345,0.049650565211154345,0.049650565211154345,0.049650565211154345
C.train.gold.bea19_007294,0.05411355327084457,0.05411355327084457,0.03125,0.12281151338927875
C.train.gold.bea19_007935,0.18038342254140088,0.18038342254140088,0.18038342254140088,0.18038342254140088
C.train.gold.bea19_008101,0.1757775095547955,0.1601525095547955,0.1601525095547955,0.1601525095547955
C.train.gold.bea19_008124,0.171875,0.171875,0.171875,0.171875
C.train.gold.bea19_008286,0.0625,0.0625,0.0625,0.0625
C.train.gold.bea19_008387,0.09132683976487653,0.09132683976487653,0.10345993644795602,0.090792468223978
C.train.gold.bea19_008388,0.0625,0.0625,0.0625,0.0625
C.train.gold.bea19_008594,0.046875,0.046875,0.046875,0.046875
C.train.gold.bea19_008782,0.06467463316484269,0.06467463316484269,0.03125,0.03125
C.train.gold.bea19_009054,0.0625,0.0625,0.0625,0.0625
C.train.gold.bea19_009056,0.078125,0.078125,0.078125,0.078125
C.train.gold.bea19_009064,0.11378107590399235,0.08253107590399235,0.11378107590399235,0.08253107590399235
C.train.gold.bea19_009153,0.08424143595154414,0.08424143595154414,0.08424143595154414,0.08424143595154414
C.train.gold.bea19_009240,0.187898752189097,0.15848773649121475,0.0987350821278166,0.046875
C.train.gold.bea19_009347,0.06478062139776324,0.03125,0.03125,0.06478062139776324
C.train.gold.bea19_009416,0.09402119014902424,0.09402119014902424,0.06391908360733507,0.10726196610557656
C.train.gold.bea19_009450,0.03125,0.03125,0.03125,0.03125
C.train.gold.bea19_009458,0.03125,0.03125,0.03125,0.03125
C.train.gold.bea19_009469,0.05709485571968395,0.06546826691858468,0.06546826691858468,0.06546826691858468
C.train.gold.bea19_009627,0.16874999999999998,0.16874999999999998,0.0625,0.16874999999999998
C.train.gold.bea19_009838,0.046875,0.046875,0.03125,0.046875
C.train.gold.bea19_009972,0.046875,0.046875,0.046875,0.046875
C.train.gold.bea19_010198,0.0625,0.0625,0.0625,0.0625
C.train.gold.bea19_010254,0.03125,0.03125,0.03125,0.03125
C.train.gold.bea19_010283,0.0988456143364251,0.0988456143364251,0.0988456143364251,0.0988456143364251
C.train.gold.bea19_010582,0.046875,0.046875,0.03125,0.046875
C.train.gold.bea19_010591,0.09025809668307949,0.09025809668307949,0.09025809668307949,0.09025809668307949
ABC.train.gold.bea19_000386,0.015625,0.015625,0.015625,0.015625
ABC.train.gold.bea19_000568,0.16535828050341964,0.16535828050341964,0.16535828050341964,0.16535828050341964
ABC.train.gold.bea19_000627,0.28168352693370824,0.16267089482830685,0.14704589482830685,0.16267089482830685
ABC.train.gold.bea19_000695,0.0625,0.0625,0.0625,0.0625
ABC.train.gold.bea19_000711,0.09375,0.09375,0.09375,0.09375
ABC.train.gold.bea19_000751,0.26598305320802573,0.1965351020902613,0.1809101020902613,0.1965351020902613
ABC.train.gold.bea19_000834,0.22087580955182104,0.15753986866791744,0.15753986866791744,0.15753986866791744
ABC.train.gold.bea19_001147,0.14598143854091122,0.14598143854091122,0.14598143854091122,0.14598143854091122
ABC.train.gold.bea19_001175,0.09903609719937082,0.09903609719937082,0.09903609719937082,0.09903609719937082
ABC.train.gold.bea19_001304,0.140625,0.11327268253045478,0.11327268253045478,0.11327268253045478
ABC.train.gold.bea19_001370,0.09375,0.09375,0.09375,0.09375
ABC.train.gold.bea19_001575,0.20122888414497825,0.20122888414497825,0.20122888414497825,0.20122888414497825
ABC.train.gold.bea19_001709,0.2498243015000572,0.2429842264971946,0.22121335738005268,0.2498243015000572
ABC.train.gold.bea19_001867,0.078125,0.078125,0.078125,0.078125
ABC.train.gold.bea19_001905,0.14237524112781755,0.14237524112781755,0.14237524112781755,0.14237524112781755
ABC.train.gold.bea19_001944,0.046875,0.046875,0.03125,0.03125
ABC.train.gold.bea19_002048,0.19694283408964786,0.140625,0.0625,0.140625
ABC.train.gold.bea19_002418,0.07375997175464712,0.07375997175464712,0.07375997175464712,0.07375997175464712
ABC.train.gold.bea19_002441,0.03125,0.03125,0.03125,0.03125
ABC.train.gold.bea19_002500,0.1385945800287763,0.13144411938225317,0.13144411938225317,0.13144411938225317
ABC.train.gold.bea19_002639,0.03125,0.03125,0.03125,0.046875
ABC.train.gold.bea19_002679,0.109375,0.109375,0.109375,0.109375
ABC.train.gold.bea19_002793,0.499821400455579,0.499821400455579,0.4488395374789386,0.2214236678671151
ABC.train.gold.bea19_002842,0.046875,0.046875,0.03125,0.046875
ABC.train.gold.bea19_003063,0.046875,0.046875,0.046875,0.046875
ABC.train.gold.bea19_003092,0.25883152173913043,0.21193517062302522,0.1672845596911266,0.11820652173913042
ABC.train.gold.bea19_003133,0.13983787549143092,0.13983787549143092,0.13983787549143092,0.13983787549143092
ABC.train.gold.bea19_003134,0.2972876523739629,0.3129126523739629,0.25871827881553916,0.3129126523739629
ABC.train.gold.bea19_003485,0.16820993111546692,0.09971116151716611,0.06286878372097719,0.08408995039101179
ABC.train.gold.bea19_003589,0.2923904344915166,0.24954479587552417,0.24954479587552417,0.24954479587552417
ABC.train.gold.bea19_003600,0.06584936447956027,0.05022436447956028,0.03125,0.03125
ABC.train.gold.bea19_003628,0.046875,0.03125,0.03125,0.03125
ABC.train.gold.bea19_004184,0.03125,0.03125,0.03125,0.03125
ABC.train.gold.bea19_004331,0.13015900279727144,0.13015900279727144,0.13947710654168918,0.13015900279727144
ABC.train.gold.bea19_004377,0.06376495763197068,0.06376495763197068,0.06376495763197068,0.06376495763197068
ABC.train.gold.bea19_004805,0.0879508759876331,0.0625,0.0625,0.0625
ABC.train.gold.bea19_004832,0.1647727272727273,0.1803977272727273,0.1647727272727273,0.1803977272727273
ABC.train.gold.bea19_004954,0.078125,0.078125,0.078125,0.078125
ABC.train.gold.bea19_005154,0.08656997881598533,0.08656997881598533,0.0625,0.08656997881598533
ABC.train.gold.bea19_005175,0.0983009336506846,0.05568318447268979,0.03125,0.04391746822397803
ABC.train.gold.bea19_005299,0.10371554510387682,0.10371554510387682,0.10371554510387682,0.10371554510387682
ABC.train.gold.bea19_005617,0.0625,0.0625,0.0625,0.0625
ABC.train.gold.bea19_005625,0.25117907649146926,0.18934754556104613,0.08718408402258465,0.08718408402258465
ABC.train.gold.bea19_005813,0.03125,0.03125,0.03125,0.03125
ABC.train.gold.bea19_005832,0.15625000000000003,0.14062500000000003,0.0625,0.14062500000000003
ABC.train.gold.bea19_005948,0.03125,0.03125,0.03125,0.03125
ABC.train.gold.bea19_006072,0.10708740335260061,0.10708740335260061,0.10708740335260061,0.10708740335260061
ABC.train.gold.bea19_006602,0.08510534753234864,0.05940362704683393,0.06948034753234864,0.06948034753234864
ABC.train.gold.bea19_006760,0.19312998587732344,0.17750498587732344,0.09937998587732355,0.17750498587732344
ABC.train.gold.bea19_006772,0.15625,0.15625,0.140625,0.15625
ABC.train.gold.bea19_006844,0.03125,0.03125,0.03125,0.03125
ABC.train.gold.bea19_007197,0.0625,0.0625,0.0625,0.0625
ABC.train.gold.bea19_007784,0.015625,0.015625,0.015625,0.015625
ABC.train.gold.bea19_007813,0.046875,0.046875,0.046875,0.046875
ABC.train.gold.bea19_007881,0.107809458376274,0.092184458376274,0.092184458376274,0.092184458376274
ABC.train.gold.bea19_008007,0.09375,0.09375,0.03125,0.09375
ABC.train.gold.bea19_008503,0.03125,0.03125,0.03125,0.03125
ABC.train.gold.bea19_008504,0.07555930092751631,0.07555930092751631,0.03125,0.07555930092751631
ABC.train.gold.bea19_008728,0.18196879447416217,0.17969763523753723,0.17969763523753723,0.17969763523753723
ABC.train.gold.bea19_008760,0.49627582765196554,0.30036040921833307,0.21507015542570335,0.2620977899919843
ABC.train.gold.bea19_008845,0.260555098885999,0.260555098885999,0.260555098885999,0.260555098885999
ABC.train.gold.bea19_008850,0.2292750273792012,0.16480406872623782,0.16480406872623782,0.16480406872623782
ABC.train.gold.bea19_009106,0.015625,0.015625,0.0,0.2784541268413927
ABC.train.gold.bea19_009147,0.3497672171319636,0.2940413254616875,0.27121800927516315,0.28684300927516315
ABC.train.gold.bea19_009201,0.0625,0.0625,0.0625,0.0625
ABC.train.gold.bea19_009332,0.2732119387508429,0.17943413075562673,0.11395794027943634,0.17943413075562673
ABC.train.gold.bea19_009337,0.034025565211154345,0.039045365060909554,0.03125,0.039045365060909554
ABC.train.gold.bea19_009397,0.015625,0.015625,0.015625,0.015625
ABC.train.gold.bea19_009440,0.046875,0.046875,0.03125,0.03125
ABC.train.gold.bea19_009645,0.0625,0.0625,0.0625,0.0625
ABC.train.gold.bea19_009649,0.08153161857322799,0.08153161857322799,0.08153161857322799,0.08153161857322799
ABC.train.gold.bea19_009770,0.4870860529027825,0.3750920359555708,0.33871149351037294,0.33871149351037294
ABC.train.gold.bea19_009790,0.25741854624006827,0.20400549812446672,0.20400549812446672,0.22616854624006827
ABC.train.gold.bea19_009888,0.03125,0.03125,0.03125,0.03125
ABC.train.gold.bea19_010050,0.24451772662890714,0.22539825263608562,0.18751610271384406,0.22539825263608562
